,ResponseId,SetID,value,Real Price,Price Cont,PriceMin5,Price0,Price2,All RES,wind,solar,hydro,biomass,Slovak,Can Change,No change,Gender_f,Age,Income,No Income,Energy Consumption,payment_1,Region West,Region East,Household_size,Concern_1,RES_attitude_1,Know_green_provider,Providers_count,Appliance_count,Task_temp,Task_consumption,Task_appliances,Task_source,SetID_1
534,R_3p07kfQqtROvpla,Set4_a,0,46,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,4
535,R_3p07kfQqtROvpla,Set4_b,1,46,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,4
536,R_3p07kfQqtROvpla,Set5_a,0,41,0,0,1,0,0,1,0,0,0,1,-1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,5
537,R_3p07kfQqtROvpla,Set5_b,1,36,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,5
538,R_3p07kfQqtROvpla,Set6_a,0,43,2,0,0,1,1,0,0,0,0,-1,1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,6
539,R_3p07kfQqtROvpla,Set6_b,1,36,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,6
540,R_3p07kfQqtROvpla,Set7_a,0,46,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,7
541,R_3p07kfQqtROvpla,Set7_b,1,46,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,7
542,R_3p07kfQqtROvpla,Set8_a,1,46,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,8
543,R_3p07kfQqtROvpla,Set8_b,0,43,2,0,0,1,0,1,0,0,0,1,1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,8
544,R_3p07kfQqtROvpla,Set9_a,1,41,0,0,1,0,0,0,1,0,0,-1,-1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,9
545,R_3p07kfQqtROvpla,Set9_b,0,46,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,9
546,R_3p07kfQqtROvpla,Set10_a,0,43,2,0,0,1,0,0,0,1,0,1,-1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,10
547,R_3p07kfQqtROvpla,Set10_b,1,41,0,0,1,0,0,0,0,0,1,1,-1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,10
548,R_3p07kfQqtROvpla,Set11_a,1,43,2,0,0,1,0,0,0,0,1,1,-1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,11
549,R_3p07kfQqtROvpla,Set11_b,0,41,0,0,1,0,0,0,0,1,0,-1,1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,11
550,R_3p07kfQqtROvpla,Set12_a,0,43,2,0,0,1,1,0,0,0,0,-1,1,1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,12
551,R_3p07kfQqtROvpla,Set12_b,1,46,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,65,3,0,1,41,0,1,3,2,2,0,3,3,1,4,5,4,12
552,R_1jd2mK44DPKq8ce,Set1_a,1,36,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,1
553,R_1jd2mK44DPKq8ce,Set1_b,0,41,0,0,1,0,0,0,0,0,1,1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,1
554,R_1jd2mK44DPKq8ce,Set2_a,0,36,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,2
555,R_1jd2mK44DPKq8ce,Set2_b,1,41,0,0,1,0,0,0,0,1,0,1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,2
556,R_1jd2mK44DPKq8ce,Set3_a,1,46,5,-1,-1,-1,0,0,1,0,0,1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,3
557,R_1jd2mK44DPKq8ce,Set3_b,0,46,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,3
558,R_1jd2mK44DPKq8ce,Set4_a,0,46,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,4
559,R_1jd2mK44DPKq8ce,Set4_b,1,46,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,4
560,R_1jd2mK44DPKq8ce,Set5_a,0,41,0,0,1,0,0,1,0,0,0,1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,5
561,R_1jd2mK44DPKq8ce,Set5_b,1,36,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,5
562,R_1jd2mK44DPKq8ce,Set6_a,1,43,2,0,0,1,1,0,0,0,0,-1,1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,6
563,R_1jd2mK44DPKq8ce,Set6_b,0,36,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,6
564,R_1jd2mK44DPKq8ce,Set7_a,0,46,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,7
565,R_1jd2mK44DPKq8ce,Set7_b,1,46,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,7
566,R_1jd2mK44DPKq8ce,Set8_a,1,46,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,8
567,R_1jd2mK44DPKq8ce,Set8_b,0,43,2,0,0,1,0,1,0,0,0,1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,8
568,R_1jd2mK44DPKq8ce,Set9_a,1,41,0,0,1,0,0,0,1,0,0,-1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,9
569,R_1jd2mK44DPKq8ce,Set9_b,0,46,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,9
570,R_1jd2mK44DPKq8ce,Set10_a,1,43,2,0,0,1,0,0,0,1,0,1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,10
571,R_1jd2mK44DPKq8ce,Set10_b,0,41,0,0,1,0,0,0,0,0,1,1,-1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,10
572,R_1jd2mK44DPKq8ce,Set11_a,0,43,2,0,0,1,0,0,0,0,1,1,-1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,11
573,R_1jd2mK44DPKq8ce,Set11_b,1,41,0,0,1,0,0,0,0,1,0,-1,1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,11
574,R_1jd2mK44DPKq8ce,Set12_a,0,43,2,0,0,1,1,0,0,0,0,-1,1,1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,12
575,R_1jd2mK44DPKq8ce,Set12_b,1,46,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,57,2,0,1,41,0,1,2,2,4,0,2,4,2,4,5,3,12
576,R_2EzVVOoOm9o2QLV,Set1_a,1,35,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,1
577,R_2EzVVOoOm9o2QLV,Set1_b,0,40,0,0,1,0,0,0,0,0,1,1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,1
578,R_2EzVVOoOm9o2QLV,Set2_a,1,35,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,2
579,R_2EzVVOoOm9o2QLV,Set2_b,0,40,0,0,1,0,0,0,0,1,0,1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,2
580,R_2EzVVOoOm9o2QLV,Set3_a,1,45,5,-1,-1,-1,0,0,1,0,0,1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,3
581,R_2EzVVOoOm9o2QLV,Set3_b,0,45,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,3
582,R_2EzVVOoOm9o2QLV,Set4_a,0,45,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,4
583,R_2EzVVOoOm9o2QLV,Set4_b,1,45,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,4
584,R_2EzVVOoOm9o2QLV,Set5_a,1,40,0,0,1,0,0,1,0,0,0,1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,5
585,R_2EzVVOoOm9o2QLV,Set5_b,0,35,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,5
586,R_2EzVVOoOm9o2QLV,Set6_a,0,42,2,0,0,1,1,0,0,0,0,-1,1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,6
587,R_2EzVVOoOm9o2QLV,Set6_b,1,35,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,6
588,R_2EzVVOoOm9o2QLV,Set7_a,1,45,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,7
589,R_2EzVVOoOm9o2QLV,Set7_b,0,45,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,7
590,R_2EzVVOoOm9o2QLV,Set8_a,0,45,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,8
591,R_2EzVVOoOm9o2QLV,Set8_b,1,42,2,0,0,1,0,1,0,0,0,1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,8
592,R_2EzVVOoOm9o2QLV,Set9_a,1,40,0,0,1,0,0,0,1,0,0,-1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,9
593,R_2EzVVOoOm9o2QLV,Set9_b,0,45,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,9
594,R_2EzVVOoOm9o2QLV,Set10_a,0,42,2,0,0,1,0,0,0,1,0,1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,10
595,R_2EzVVOoOm9o2QLV,Set10_b,1,40,0,0,1,0,0,0,0,0,1,1,-1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,10
596,R_2EzVVOoOm9o2QLV,Set11_a,0,42,2,0,0,1,0,0,0,0,1,1,-1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,11
597,R_2EzVVOoOm9o2QLV,Set11_b,1,40,0,0,1,0,0,0,0,1,0,-1,1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,11
598,R_2EzVVOoOm9o2QLV,Set12_a,1,42,2,0,0,1,1,0,0,0,0,-1,1,1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,12
599,R_2EzVVOoOm9o2QLV,Set12_b,0,45,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,25,6,0,0,40,0,1,2,3,4,0,4,6,3,4,5,3,12
600,R_2uW0wjN3F3aSW17,Set1_a,1,55,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,1
601,R_2uW0wjN3F3aSW17,Set1_b,0,60,0,0,1,0,0,0,0,0,1,1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,1
602,R_2uW0wjN3F3aSW17,Set2_a,1,55,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,2
603,R_2uW0wjN3F3aSW17,Set2_b,0,60,0,0,1,0,0,0,0,1,0,1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,2
604,R_2uW0wjN3F3aSW17,Set3_a,1,65,5,-1,-1,-1,0,0,1,0,0,1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,3
605,R_2uW0wjN3F3aSW17,Set3_b,0,65,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,3
606,R_2uW0wjN3F3aSW17,Set4_a,0,65,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,4
607,R_2uW0wjN3F3aSW17,Set4_b,1,65,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,4
608,R_2uW0wjN3F3aSW17,Set5_a,0,60,0,0,1,0,0,1,0,0,0,1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,5
609,R_2uW0wjN3F3aSW17,Set5_b,1,55,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,5
610,R_2uW0wjN3F3aSW17,Set6_a,0,62,2,0,0,1,1,0,0,0,0,-1,1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,6
611,R_2uW0wjN3F3aSW17,Set6_b,1,55,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,6
612,R_2uW0wjN3F3aSW17,Set7_a,0,65,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,7
613,R_2uW0wjN3F3aSW17,Set7_b,1,65,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,7
614,R_2uW0wjN3F3aSW17,Set8_a,0,65,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,8
615,R_2uW0wjN3F3aSW17,Set8_b,1,62,2,0,0,1,0,1,0,0,0,1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,8
616,R_2uW0wjN3F3aSW17,Set9_a,1,60,0,0,1,0,0,0,1,0,0,-1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,9
617,R_2uW0wjN3F3aSW17,Set9_b,0,65,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,9
618,R_2uW0wjN3F3aSW17,Set10_a,0,62,2,0,0,1,0,0,0,1,0,1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,10
619,R_2uW0wjN3F3aSW17,Set10_b,1,60,0,0,1,0,0,0,0,0,1,1,-1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,10
620,R_2uW0wjN3F3aSW17,Set11_a,0,62,2,0,0,1,0,0,0,0,1,1,-1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,11
621,R_2uW0wjN3F3aSW17,Set11_b,1,60,0,0,1,0,0,0,0,1,0,-1,1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,11
622,R_2uW0wjN3F3aSW17,Set12_a,1,62,2,0,0,1,1,0,0,0,0,-1,1,1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,12
623,R_2uW0wjN3F3aSW17,Set12_b,0,65,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,56,3,0,1,60,0,1,6,2,2,0,2,2,1,3,4,1,12
624,R_3IPGGMNc3LRdLyN,Set1_a,0,45,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,1
625,R_3IPGGMNc3LRdLyN,Set1_b,1,50,0,0,1,0,0,0,0,0,1,1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,1
626,R_3IPGGMNc3LRdLyN,Set2_a,0,45,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,2
627,R_3IPGGMNc3LRdLyN,Set2_b,1,50,0,0,1,0,0,0,0,1,0,1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,2
628,R_3IPGGMNc3LRdLyN,Set3_a,1,55,5,-1,-1,-1,0,0,1,0,0,1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,3
629,R_3IPGGMNc3LRdLyN,Set3_b,0,55,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,3
630,R_3IPGGMNc3LRdLyN,Set4_a,0,55,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,4
631,R_3IPGGMNc3LRdLyN,Set4_b,1,55,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,4
632,R_3IPGGMNc3LRdLyN,Set5_a,1,50,0,0,1,0,0,1,0,0,0,1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,5
633,R_3IPGGMNc3LRdLyN,Set5_b,0,45,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,5
634,R_3IPGGMNc3LRdLyN,Set6_a,1,52,2,0,0,1,1,0,0,0,0,-1,1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,6
635,R_3IPGGMNc3LRdLyN,Set6_b,0,45,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,6
636,R_3IPGGMNc3LRdLyN,Set7_a,0,55,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,7
637,R_3IPGGMNc3LRdLyN,Set7_b,1,55,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,7
638,R_3IPGGMNc3LRdLyN,Set8_a,0,55,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,8
639,R_3IPGGMNc3LRdLyN,Set8_b,1,52,2,0,0,1,0,1,0,0,0,1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,8
640,R_3IPGGMNc3LRdLyN,Set9_a,0,50,0,0,1,0,0,0,1,0,0,-1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,9
641,R_3IPGGMNc3LRdLyN,Set9_b,1,55,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,9
642,R_3IPGGMNc3LRdLyN,Set10_a,0,52,2,0,0,1,0,0,0,1,0,1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,10
643,R_3IPGGMNc3LRdLyN,Set10_b,1,50,0,0,1,0,0,0,0,0,1,1,-1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,10
644,R_3IPGGMNc3LRdLyN,Set11_a,0,52,2,0,0,1,0,0,0,0,1,1,-1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,11
645,R_3IPGGMNc3LRdLyN,Set11_b,1,50,0,0,1,0,0,0,0,1,0,-1,1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,11
646,R_3IPGGMNc3LRdLyN,Set12_a,0,52,2,0,0,1,1,0,0,0,0,-1,1,1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,12
647,R_3IPGGMNc3LRdLyN,Set12_b,1,55,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,54,5,0,0,50,0,1,3,3,4,0,2,4,5,5,5,4,12
648,R_31drmAwlbqXvk8y,Set1_a,0,48,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,1
649,R_31drmAwlbqXvk8y,Set1_b,1,53,0,0,1,0,0,0,0,0,1,1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,1
650,R_31drmAwlbqXvk8y,Set2_a,0,48,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,2
651,R_31drmAwlbqXvk8y,Set2_b,1,53,0,0,1,0,0,0,0,1,0,1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,2
652,R_31drmAwlbqXvk8y,Set3_a,1,58,5,-1,-1,-1,0,0,1,0,0,1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,3
653,R_31drmAwlbqXvk8y,Set3_b,0,58,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,3
654,R_31drmAwlbqXvk8y,Set4_a,0,58,5,-1,-1,-1,0,0,0,1,0,-1,1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,4
655,R_31drmAwlbqXvk8y,Set4_b,1,58,5,-1,-1,-1,1,0,0,0,0,1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,4
656,R_31drmAwlbqXvk8y,Set5_a,1,53,0,0,1,0,0,1,0,0,0,1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,5
657,R_31drmAwlbqXvk8y,Set5_b,0,48,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,5
658,R_31drmAwlbqXvk8y,Set6_a,0,55,2,0,0,1,1,0,0,0,0,-1,1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,6
659,R_31drmAwlbqXvk8y,Set6_b,1,48,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,6
660,R_31drmAwlbqXvk8y,Set7_a,1,58,5,-1,-1,-1,0,0,0,0,1,1,1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,7
661,R_31drmAwlbqXvk8y,Set7_b,0,58,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,7
662,R_31drmAwlbqXvk8y,Set8_a,0,58,5,-1,-1,-1,0,0,1,0,0,-1,1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,8
663,R_31drmAwlbqXvk8y,Set8_b,1,55,2,0,0,1,0,1,0,0,0,1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,8
664,R_31drmAwlbqXvk8y,Set9_a,1,53,0,0,1,0,0,0,1,0,0,-1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,9
665,R_31drmAwlbqXvk8y,Set9_b,0,58,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,9
666,R_31drmAwlbqXvk8y,Set10_a,0,55,2,0,0,1,0,0,0,1,0,1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,10
667,R_31drmAwlbqXvk8y,Set10_b,1,53,0,0,1,0,0,0,0,0,1,1,-1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,10
668,R_31drmAwlbqXvk8y,Set11_a,1,55,2,0,0,1,0,0,0,0,1,1,-1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,11
669,R_31drmAwlbqXvk8y,Set11_b,0,53,0,0,1,0,0,0,0,1,0,-1,1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,11
670,R_31drmAwlbqXvk8y,Set12_a,0,55,2,0,0,1,1,0,0,0,0,-1,1,1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,12
671,R_31drmAwlbqXvk8y,Set12_b,1,58,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,1,44,5,0,1,53,0,0,4,3,4,0,4,4,2,4,5,3,12
672,R_w5eDzoBo47lGFEd,Set1_a,1,36,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,1
673,R_w5eDzoBo47lGFEd,Set1_b,0,41,0,0,1,0,0,0,0,0,1,1,-1,1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,1
674,R_w5eDzoBo47lGFEd,Set2_a,1,36,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,2
675,R_w5eDzoBo47lGFEd,Set2_b,0,41,0,0,1,0,0,0,0,1,0,1,-1,1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,2
676,R_w5eDzoBo47lGFEd,Set3_a,1,46,5,-1,-1,-1,0,0,1,0,0,1,1,-1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,3
677,R_w5eDzoBo47lGFEd,Set3_b,0,46,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,3
678,R_w5eDzoBo47lGFEd,Set4_a,0,46,5,-1,-1,-1,0,0,0,1,0,-1,1,1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,4
679,R_w5eDzoBo47lGFEd,Set4_b,1,46,5,-1,-1,-1,1,0,0,0,0,1,1,-1,0,22,4,0,0,41,1,0,2,3,5,0,1,8,1,2,3,3,4
