,ResponseId,value diff,Real Price diff,All RES diff,wind diff,solar diff,hydro diff,biomass diff,Slovak diff,Can Change diff,No change diff,Gender_f,Age,Income,No Income,Energy Consumption,Region West,Region East,Household_size,Concern_1,RES_attitude_1,Know_green_provider,Providers_count,Appliance_count,Task_temp,Task_consumption,Task_appliances,Task_source
180,R_1Qhm6M7uHVKFG0W,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
181,R_1Qhm6M7uHVKFG0W,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
182,R_1Qhm6M7uHVKFG0W,1,0,-1,0,1,0,0,2,2,-2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
183,R_1Qhm6M7uHVKFG0W,0,0,-1,0,0,1,0,-2,0,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
184,R_1Qhm6M7uHVKFG0W,0,5,1,2,1,1,1,0,0,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
185,R_1Qhm6M7uHVKFG0W,0,7,2,1,1,1,1,-2,2,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
186,R_1Qhm6M7uHVKFG0W,1,0,0,0,-1,0,1,0,2,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
187,R_1Qhm6M7uHVKFG0W,1,3,0,-1,1,0,0,-2,0,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
188,R_1Qhm6M7uHVKFG0W,1,-5,-1,0,1,0,0,0,-2,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
189,R_1Qhm6M7uHVKFG0W,1,2,0,0,0,1,-1,0,0,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
190,R_1Qhm6M7uHVKFG0W,0,2,0,0,0,-1,1,2,-2,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
191,R_1Qhm6M7uHVKFG0W,0,-3,1,-1,0,0,0,-2,2,2,0,34,3,0,1,1,0,1,2,4,0,2,2,3,5,4,3
192,R_Rz9uPyjaVEKKY3D,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
193,R_Rz9uPyjaVEKKY3D,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
194,R_Rz9uPyjaVEKKY3D,0,0,-1,0,1,0,0,2,2,-2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
195,R_Rz9uPyjaVEKKY3D,1,0,-1,0,0,1,0,-2,0,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
196,R_Rz9uPyjaVEKKY3D,1,5,1,2,1,1,1,0,0,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
197,R_Rz9uPyjaVEKKY3D,1,7,2,1,1,1,1,-2,2,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
198,R_Rz9uPyjaVEKKY3D,1,0,0,0,-1,0,1,0,2,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
199,R_Rz9uPyjaVEKKY3D,1,3,0,-1,1,0,0,-2,0,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
200,R_Rz9uPyjaVEKKY3D,1,-5,-1,0,1,0,0,0,-2,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
201,R_Rz9uPyjaVEKKY3D,1,2,0,0,0,1,-1,0,0,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
202,R_Rz9uPyjaVEKKY3D,1,2,0,0,0,-1,1,2,-2,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
203,R_Rz9uPyjaVEKKY3D,1,-3,1,-1,0,0,0,-2,2,2,0,32,5,0,0,1,0,2,4,4,1,7,6,2,5,5,1
204,R_2UhzFoJUuRmG15q,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
205,R_2UhzFoJUuRmG15q,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
206,R_2UhzFoJUuRmG15q,1,0,-1,0,1,0,0,2,2,-2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
207,R_2UhzFoJUuRmG15q,0,0,-1,0,0,1,0,-2,0,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
208,R_2UhzFoJUuRmG15q,1,5,1,2,1,1,1,0,0,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
209,R_2UhzFoJUuRmG15q,1,7,2,1,1,1,1,-2,2,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
210,R_2UhzFoJUuRmG15q,0,0,0,0,-1,0,1,0,2,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
211,R_2UhzFoJUuRmG15q,1,3,0,-1,1,0,0,-2,0,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
212,R_2UhzFoJUuRmG15q,0,-5,-1,0,1,0,0,0,-2,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
213,R_2UhzFoJUuRmG15q,1,2,0,0,0,1,-1,0,0,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
214,R_2UhzFoJUuRmG15q,0,2,0,0,0,-1,1,2,-2,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
215,R_2UhzFoJUuRmG15q,0,-3,1,-1,0,0,0,-2,2,2,0,23,3,0,0,0,0,3,5,4,0,6,3,2,4,4,2
216,R_AGqCJ4PsUGGvDqN,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
217,R_AGqCJ4PsUGGvDqN,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
218,R_AGqCJ4PsUGGvDqN,0,0,-1,0,1,0,0,2,2,-2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
219,R_AGqCJ4PsUGGvDqN,1,0,-1,0,0,1,0,-2,0,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
220,R_AGqCJ4PsUGGvDqN,1,5,1,2,1,1,1,0,0,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
221,R_AGqCJ4PsUGGvDqN,1,7,2,1,1,1,1,-2,2,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
222,R_AGqCJ4PsUGGvDqN,1,0,0,0,-1,0,1,0,2,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
223,R_AGqCJ4PsUGGvDqN,1,3,0,-1,1,0,0,-2,0,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
224,R_AGqCJ4PsUGGvDqN,1,-5,-1,0,1,0,0,0,-2,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
225,R_AGqCJ4PsUGGvDqN,1,2,0,0,0,1,-1,0,0,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
226,R_AGqCJ4PsUGGvDqN,1,2,0,0,0,-1,1,2,-2,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
227,R_AGqCJ4PsUGGvDqN,1,-3,1,-1,0,0,0,-2,2,2,0,30,5,0,0,1,0,4,4,5,0,5,5,4,4,4,2
228,R_1dKsMynngsGmBpt,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
229,R_1dKsMynngsGmBpt,1,-5,-1,-1,-1,-2,-1,-2,2,-2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
230,R_1dKsMynngsGmBpt,1,0,-1,0,1,0,0,2,2,-2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
231,R_1dKsMynngsGmBpt,0,0,-1,0,0,1,0,-2,0,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
232,R_1dKsMynngsGmBpt,1,5,1,2,1,1,1,0,0,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
233,R_1dKsMynngsGmBpt,1,7,2,1,1,1,1,-2,2,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
234,R_1dKsMynngsGmBpt,0,0,0,0,-1,0,1,0,2,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
235,R_1dKsMynngsGmBpt,0,3,0,-1,1,0,0,-2,0,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
236,R_1dKsMynngsGmBpt,1,-5,-1,0,1,0,0,0,-2,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
237,R_1dKsMynngsGmBpt,1,2,0,0,0,1,-1,0,0,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
238,R_1dKsMynngsGmBpt,1,2,0,0,0,-1,1,2,-2,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
239,R_1dKsMynngsGmBpt,1,-3,1,-1,0,0,0,-2,2,2,1,25,4,0,0,0,0,2,4,4,0,4,5,4,4,5,1
240,R_3CKs6NZJypryoe0,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
241,R_3CKs6NZJypryoe0,0,-5,-1,-1,-1,-2,-1,-2,2,-2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
242,R_3CKs6NZJypryoe0,1,0,-1,0,1,0,0,2,2,-2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
243,R_3CKs6NZJypryoe0,1,0,-1,0,0,1,0,-2,0,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
244,R_3CKs6NZJypryoe0,1,5,1,2,1,1,1,0,0,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
245,R_3CKs6NZJypryoe0,0,7,2,1,1,1,1,-2,2,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
246,R_3CKs6NZJypryoe0,0,0,0,0,-1,0,1,0,2,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
247,R_3CKs6NZJypryoe0,1,3,0,-1,1,0,0,-2,0,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
248,R_3CKs6NZJypryoe0,1,-5,-1,0,1,0,0,0,-2,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
249,R_3CKs6NZJypryoe0,1,2,0,0,0,1,-1,0,0,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
250,R_3CKs6NZJypryoe0,0,2,0,0,0,-1,1,2,-2,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
251,R_3CKs6NZJypryoe0,0,-3,1,-1,0,0,0,-2,2,2,1,51,4,0,0,0,1,3,3,4,0,2,2,4,5,5,3
252,R_3PMqkltDp5DdWQ7,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
253,R_3PMqkltDp5DdWQ7,1,-5,-1,-1,-1,-2,-1,-2,2,-2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
254,R_3PMqkltDp5DdWQ7,1,0,-1,0,1,0,0,2,2,-2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
255,R_3PMqkltDp5DdWQ7,0,0,-1,0,0,1,0,-2,0,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
256,R_3PMqkltDp5DdWQ7,1,5,1,2,1,1,1,0,0,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
257,R_3PMqkltDp5DdWQ7,0,7,2,1,1,1,1,-2,2,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
258,R_3PMqkltDp5DdWQ7,1,0,0,0,-1,0,1,0,2,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
259,R_3PMqkltDp5DdWQ7,0,3,0,-1,1,0,0,-2,0,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
260,R_3PMqkltDp5DdWQ7,1,-5,-1,0,1,0,0,0,-2,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
261,R_3PMqkltDp5DdWQ7,0,2,0,0,0,1,-1,0,0,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
262,R_3PMqkltDp5DdWQ7,1,2,0,0,0,-1,1,2,-2,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
263,R_3PMqkltDp5DdWQ7,0,-3,1,-1,0,0,0,-2,2,2,1,47,4,0,1,0,1,4,4,4,0,5,2,4,4,5,3
264,R_3p07kfQqtROvpla,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
265,R_3p07kfQqtROvpla,0,-5,-1,-1,-1,-2,-1,-2,2,-2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
266,R_3p07kfQqtROvpla,1,0,-1,0,1,0,0,2,2,-2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
267,R_3p07kfQqtROvpla,0,0,-1,0,0,1,0,-2,0,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
268,R_3p07kfQqtROvpla,0,5,1,2,1,1,1,0,0,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
269,R_3p07kfQqtROvpla,0,7,2,1,1,1,1,-2,2,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
270,R_3p07kfQqtROvpla,0,0,0,0,-1,0,1,0,2,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
271,R_3p07kfQqtROvpla,1,3,0,-1,1,0,0,-2,0,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
272,R_3p07kfQqtROvpla,1,-5,-1,0,1,0,0,0,-2,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
273,R_3p07kfQqtROvpla,0,2,0,0,0,1,-1,0,0,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
274,R_3p07kfQqtROvpla,1,2,0,0,0,-1,1,2,-2,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
275,R_3p07kfQqtROvpla,0,-3,1,-1,0,0,0,-2,2,2,1,65,3,0,1,0,1,3,2,2,0,3,3,1,4,5,4
276,R_1jd2mK44DPKq8ce,1,-5,-1,-1,-1,-1,-2,-2,2,-2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
277,R_1jd2mK44DPKq8ce,0,-5,-1,-1,-1,-2,-1,-2,2,-2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
278,R_1jd2mK44DPKq8ce,1,0,-1,0,1,0,0,2,2,-2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
279,R_1jd2mK44DPKq8ce,0,0,-1,0,0,1,0,-2,0,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
280,R_1jd2mK44DPKq8ce,0,5,1,2,1,1,1,0,0,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
281,R_1jd2mK44DPKq8ce,1,7,2,1,1,1,1,-2,2,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
282,R_1jd2mK44DPKq8ce,0,0,0,0,-1,0,1,0,2,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
283,R_1jd2mK44DPKq8ce,1,3,0,-1,1,0,0,-2,0,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
284,R_1jd2mK44DPKq8ce,1,-5,-1,0,1,0,0,0,-2,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
285,R_1jd2mK44DPKq8ce,1,2,0,0,0,1,-1,0,0,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
286,R_1jd2mK44DPKq8ce,0,2,0,0,0,-1,1,2,-2,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
287,R_1jd2mK44DPKq8ce,0,-3,1,-1,0,0,0,-2,2,2,1,57,2,0,1,0,1,2,2,4,0,2,4,2,4,5,3
288,R_2EzVVOoOm9o2QLV,1,-5,-1,-1,-1,-1,-2,-2,2,-2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
289,R_2EzVVOoOm9o2QLV,1,-5,-1,-1,-1,-2,-1,-2,2,-2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
290,R_2EzVVOoOm9o2QLV,1,0,-1,0,1,0,0,2,2,-2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
291,R_2EzVVOoOm9o2QLV,0,0,-1,0,0,1,0,-2,0,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
292,R_2EzVVOoOm9o2QLV,1,5,1,2,1,1,1,0,0,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
293,R_2EzVVOoOm9o2QLV,0,7,2,1,1,1,1,-2,2,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
294,R_2EzVVOoOm9o2QLV,1,0,0,0,-1,0,1,0,2,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
295,R_2EzVVOoOm9o2QLV,0,3,0,-1,1,0,0,-2,0,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
296,R_2EzVVOoOm9o2QLV,1,-5,-1,0,1,0,0,0,-2,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
297,R_2EzVVOoOm9o2QLV,0,2,0,0,0,1,-1,0,0,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
298,R_2EzVVOoOm9o2QLV,0,2,0,0,0,-1,1,2,-2,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
299,R_2EzVVOoOm9o2QLV,1,-3,1,-1,0,0,0,-2,2,2,1,25,6,0,0,0,1,2,3,4,0,4,6,3,4,5,3
300,R_2uW0wjN3F3aSW17,1,-5,-1,-1,-1,-1,-2,-2,2,-2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
301,R_2uW0wjN3F3aSW17,1,-5,-1,-1,-1,-2,-1,-2,2,-2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
302,R_2uW0wjN3F3aSW17,1,0,-1,0,1,0,0,2,2,-2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
303,R_2uW0wjN3F3aSW17,0,0,-1,0,0,1,0,-2,0,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
304,R_2uW0wjN3F3aSW17,0,5,1,2,1,1,1,0,0,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
305,R_2uW0wjN3F3aSW17,0,7,2,1,1,1,1,-2,2,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
306,R_2uW0wjN3F3aSW17,0,0,0,0,-1,0,1,0,2,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
307,R_2uW0wjN3F3aSW17,0,3,0,-1,1,0,0,-2,0,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
308,R_2uW0wjN3F3aSW17,1,-5,-1,0,1,0,0,0,-2,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
309,R_2uW0wjN3F3aSW17,0,2,0,0,0,1,-1,0,0,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
310,R_2uW0wjN3F3aSW17,0,2,0,0,0,-1,1,2,-2,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
311,R_2uW0wjN3F3aSW17,1,-3,1,-1,0,0,0,-2,2,2,1,56,3,0,1,0,1,6,2,2,0,2,2,1,3,4,1
312,R_3IPGGMNc3LRdLyN,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
313,R_3IPGGMNc3LRdLyN,0,-5,-1,-1,-1,-2,-1,-2,2,-2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
314,R_3IPGGMNc3LRdLyN,1,0,-1,0,1,0,0,2,2,-2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
315,R_3IPGGMNc3LRdLyN,0,0,-1,0,0,1,0,-2,0,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
316,R_3IPGGMNc3LRdLyN,1,5,1,2,1,1,1,0,0,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
317,R_3IPGGMNc3LRdLyN,1,7,2,1,1,1,1,-2,2,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
318,R_3IPGGMNc3LRdLyN,0,0,0,0,-1,0,1,0,2,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
319,R_3IPGGMNc3LRdLyN,0,3,0,-1,1,0,0,-2,0,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
320,R_3IPGGMNc3LRdLyN,0,-5,-1,0,1,0,0,0,-2,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
321,R_3IPGGMNc3LRdLyN,0,2,0,0,0,1,-1,0,0,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
322,R_3IPGGMNc3LRdLyN,0,2,0,0,0,-1,1,2,-2,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
323,R_3IPGGMNc3LRdLyN,0,-3,1,-1,0,0,0,-2,2,2,1,54,5,0,0,0,1,3,3,4,0,2,4,5,5,5,4
324,R_31drmAwlbqXvk8y,0,-5,-1,-1,-1,-1,-2,-2,2,-2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
325,R_31drmAwlbqXvk8y,0,-5,-1,-1,-1,-2,-1,-2,2,-2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
326,R_31drmAwlbqXvk8y,1,0,-1,0,1,0,0,2,2,-2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
327,R_31drmAwlbqXvk8y,0,0,-1,0,0,1,0,-2,0,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
328,R_31drmAwlbqXvk8y,1,5,1,2,1,1,1,0,0,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
329,R_31drmAwlbqXvk8y,0,7,2,1,1,1,1,-2,2,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
330,R_31drmAwlbqXvk8y,1,0,0,0,-1,0,1,0,2,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
331,R_31drmAwlbqXvk8y,0,3,0,-1,1,0,0,-2,0,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
332,R_31drmAwlbqXvk8y,1,-5,-1,0,1,0,0,0,-2,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
333,R_31drmAwlbqXvk8y,0,2,0,0,0,1,-1,0,0,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
334,R_31drmAwlbqXvk8y,1,2,0,0,0,-1,1,2,-2,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
335,R_31drmAwlbqXvk8y,0,-3,1,-1,0,0,0,-2,2,2,1,44,5,0,1,0,0,4,3,4,0,4,4,2,4,5,3
336,R_w5eDzoBo47lGFEd,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
337,R_w5eDzoBo47lGFEd,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
338,R_w5eDzoBo47lGFEd,1,0,-1,0,1,0,0,2,2,-2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
339,R_w5eDzoBo47lGFEd,0,0,-1,0,0,1,0,-2,0,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
340,R_w5eDzoBo47lGFEd,0,5,1,2,1,1,1,0,0,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
341,R_w5eDzoBo47lGFEd,1,7,2,1,1,1,1,-2,2,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
342,R_w5eDzoBo47lGFEd,1,0,0,0,-1,0,1,0,2,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
343,R_w5eDzoBo47lGFEd,0,3,0,-1,1,0,0,-2,0,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
344,R_w5eDzoBo47lGFEd,1,-5,-1,0,1,0,0,0,-2,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
345,R_w5eDzoBo47lGFEd,1,2,0,0,0,1,-1,0,0,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
346,R_w5eDzoBo47lGFEd,0,2,0,0,0,-1,1,2,-2,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
347,R_w5eDzoBo47lGFEd,1,-3,1,-1,0,0,0,-2,2,2,0,22,4,0,0,1,0,2,3,5,0,1,8,1,2,3,3
348,R_u3W7CT2dZzzePHH,1,-5,-1,-1,-1,-1,-2,-2,2,-2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
349,R_u3W7CT2dZzzePHH,1,-5,-1,-1,-1,-2,-1,-2,2,-2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
350,R_u3W7CT2dZzzePHH,1,0,-1,0,1,0,0,2,2,-2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
351,R_u3W7CT2dZzzePHH,1,0,-1,0,0,1,0,-2,0,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
352,R_u3W7CT2dZzzePHH,1,5,1,2,1,1,1,0,0,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
353,R_u3W7CT2dZzzePHH,1,7,2,1,1,1,1,-2,2,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
354,R_u3W7CT2dZzzePHH,1,0,0,0,-1,0,1,0,2,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
355,R_u3W7CT2dZzzePHH,1,3,0,-1,1,0,0,-2,0,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
356,R_u3W7CT2dZzzePHH,1,-5,-1,0,1,0,0,0,-2,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
357,R_u3W7CT2dZzzePHH,1,2,0,0,0,1,-1,0,0,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
358,R_u3W7CT2dZzzePHH,0,2,0,0,0,-1,1,2,-2,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
359,R_u3W7CT2dZzzePHH,1,-3,1,-1,0,0,0,-2,2,2,1,45,4,0,0,0,1,2,3,3,0,1,2,2,5,5,1
360,R_3GiUiEG0PiyLt5D,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,46,2,0,1,0,1,3,3,4,0,1,4,2,5,5,3
